,Source.Name,trade_symbol,trade_interval,strategy,takeprofit,stoploss,entry_price,UTC_entry time,entry_time,close_price,close_time,win,win_percentage,action,position_count
72933,BCHUSDT_15m_orders.xlsx,BCHUSDT,15m,bullish_divergence_above_ema21,2,1.92,195.8,03/01/2020 03:15,1578021299999,204.0,1578026699999,1,2.0,1,2
181500,ETHUSDT_15m_orders.xlsx,ETHUSDT,15m,bullish_divergence_above_ema21,2,1.33,127.48,03/01/2020 04:30,1578025799999,130.18,1578027599999,1,2.0,1,3
272557,LTCUSDT_15m_orders.xlsx,LTCUSDT,15m,bullish_divergence_above_ema21,2,3.01,59.76,18/01/2020 20:00,1579377599999,62.7,1579396499999,1,2.0,1,1
173034,EOSUSDT_15m_orders.xlsx,EOSUSDT,15m,bullish_divergence_above_ema21,2,2.35,3.575,19/01/2020 21:45,1579470299999,3.488,1579472999999,0,-2.35,1,1
258135,LINKUSDT_15m_orders.xlsx,LINKUSDT,15m,bullish_divergence_above_ema21,2,3.11,2.601,19/01/2020 22:00,1579471199999,2.675,1579472099999,1,2.0,1,2
258140,LINKUSDT_15m_orders.xlsx,LINKUSDT,15m,bullish_divergence_above_ema21,2,1.9,2.477,23/01/2020 15:00,1579791599999,2.427,1579832099999,0,-1.9,1,1
173036,EOSUSDT_15m_orders.xlsx,EOSUSDT,15m,bullish_divergence_above_ema21,2,2.59,3.588,23/01/2020 15:45,1579794299999,3.493,1579832999999,0,-2.59,1,2
181516,ETHUSDT_15m_orders.xlsx,ETHUSDT,15m,bullish_divergence_above_ema21,2,1.53,163.66,23/01/2020 15:45,1579794299999,159.41,1579803299999,0,-1.53,1,3
453920,XRPUSDT_15m_orders.xlsx,XRPUSDT,15m,bullish_divergence_above_ema21,2,1.27,0.228,23/01/2020 15:45,1579794299999,0.222,1579802399999,0,-1.27,1,4
177379,ETCUSDT_15m_orders.xlsx,ETCUSDT,15m,bullish_divergence_above_ema21,2,3.23,8.445,23/01/2020 21:30,1579814999999,8.166,1579832999999,0,-3.23,1,3
181518,ETHUSDT_15m_orders.xlsx,ETHUSDT,15m,bullish_divergence_above_ema21,2,2.07,162.78,23/01/2020 21:30,1579814999999,158.0,1579834799999,0,-2.07,1,4
272559,LTCUSDT_15m_orders.xlsx,LTCUSDT,15m,bullish_divergence_above_ema21,2,4.21,54.43,23/01/2020 21:30,1579814999999,51.26,1579834799999,0,-4.21,1,5
417754,TRXUSDT_15m_orders.xlsx,TRXUSDT,15m,bullish_divergence_above_ema21,2,2.22,0.0162,23/01/2020 21:30,1579814999999,0.0156,1579834799999,0,-2.22,1,6
442729,XLMUSDT_15m_orders.xlsx,XLMUSDT,15m,bullish_divergence_above_ema21,2,2.18,0.05815,23/01/2020 21:30,1579814999999,0.05673,1579833899999,0,-2.18,1,7
417756,TRXUSDT_15m_orders.xlsx,TRXUSDT,15m,bullish_divergence_above_ema21,2,2.56,0.01601,24/01/2020 08:15,1579853699999,0.01638,1579868099999,1,2.0,-1,-1
72945,BCHUSDT_15m_orders.xlsx,BCHUSDT,15m,bullish_divergence_above_ema21,2,5.66,316.56,24/01/2020 11:45,1579866299999,324.66,1579870799999,1,2.0,-1,-1
177381,ETCUSDT_15m_orders.xlsx,ETCUSDT,15m,bullish_divergence_above_ema21,2,8.29,8.632,24/01/2020 11:45,1579866299999,8.845,1579868099999,1,2.0,-1,-1
272562,LTCUSDT_15m_orders.xlsx,LTCUSDT,15m,bullish_divergence_above_ema21,2,4.97,53.33,24/01/2020 11:45,1579866299999,54.46,1579868099999,1,2.0,-1,-1
442731,XLMUSDT_15m_orders.xlsx,XLMUSDT,15m,bullish_divergence_above_ema21,2,3.44,0.05676,24/01/2020 12:00,1579867199999,0.05837,1579874399999,1,2.0,-1,-1
94616,BTCUSDT_15m_orders.xlsx,BTCUSDT,15m,bullish_divergence_above_ema21,2,1.36,9347.25,31/01/2020 16:00,1580486399999,9160.01,1580616899999,0,-1.36,1,1
453931,XRPUSDT_15m_orders.xlsx,XRPUSDT,15m,bullish_divergence_above_ema21,2,1.51,0.2514,03/02/2020 14:45,1580741099999,0.2475,1580745599999,0,-1.51,1,1
258151,LINKUSDT_15m_orders.xlsx,LINKUSDT,15m,bullish_divergence_above_ema21,2,1.4,2.786,03/02/2020 18:00,1580752799999,2.701,1580796899999,0,-1.4,1,1
258153,LINKUSDT_15m_orders.xlsx,LINKUSDT,15m,bullish_divergence_above_ema21,2,2.05,2.732,04/02/2020 11:45,1580816699999,2.806,1580881499999,1,2.0,1,1
11786,ADAUSDT_15m_orders.xlsx,ADAUSDT,15m,bullish_divergence_above_ema21,2,2.52,0.05563,04/02/2020 15:30,1580830199999,0.05689,1580833799999,1,2.0,1,2
72956,BCHUSDT_15m_orders.xlsx,BCHUSDT,15m,bullish_divergence_above_ema21,2,1.6,379.25,04/02/2020 15:30,1580830199999,388.37,1580879699999,1,2.0,1,3
40495,ATOMUSDT_15m_orders.xlsx,ATOMUSDT,15m,bullish_divergence_above_ema21,2,2.67,4.757,09/02/2020 05:45,1581227099999,4.626,1581263099999,0,-2.67,1,1
467063,ZECUSDT_15m_orders.xlsx,ZECUSDT,15m,bullish_divergence_above_ema21,2,1.43,68.99,10/02/2020 13:00,1581339599999,70.44,1581348599999,1,2.0,1,1
272577,LTCUSDT_15m_orders.xlsx,LTCUSDT,15m,bullish_divergence_above_ema21,2,2.34,74.28,10/02/2020 13:15,1581340499999,76.3,1581434999999,1,2.0,1,2
181546,ETHUSDT_15m_orders.xlsx,ETHUSDT,15m,bullish_divergence_above_ema21,2,1.74,221.17,10/02/2020 14:30,1581344999999,225.71,1581348599999,1,2.0,1,3
467065,ZECUSDT_15m_orders.xlsx,ZECUSDT,15m,bullish_divergence_above_ema21,2,1.37,69.19,11/02/2020 09:00,1581411599999,70.69,1581435899999,1,2.0,1,2
457867,XTZUSDT_15m_orders.xlsx,XTZUSDT,15m,bullish_divergence_above_ema21,2,8.94,3.153,13/02/2020 10:30,1581589799999,3.294,1581599699999,1,2.0,1,1
85959,BNBUSDT_15m_orders.xlsx,BNBUSDT,15m,bullish_divergence_above_ema21,2,4.02,25.609,13/02/2020 13:15,1581599699999,26.19,1581601499999,1,2.0,1,2
173070,EOSUSDT_15m_orders.xlsx,EOSUSDT,15m,bullish_divergence_above_ema21,2,1.63,5.266,15/02/2020 09:30,1581758999999,5.162,1581781499999,0,-1.63,1,1
272589,LTCUSDT_15m_orders.xlsx,LTCUSDT,15m,bullish_divergence_above_ema21,2,3.07,82.05,15/02/2020 10:00,1581760799999,77.89,1581782399999,0,-3.07,1,2
230904,IOTAUSDT_15m_orders.xlsx,IOTAUSDT,15m,bullish_divergence_above_ema21,2,1.35,0.3194,15/02/2020 10:15,1581761699999,0.2874,1581782399999,0,-1.35,1,3
181557,ETHUSDT_15m_orders.xlsx,ETHUSDT,15m,bullish_divergence_above_ema21,2,3.49,267.94,16/02/2020 01:30,1581816599999,274.3,1581821999999,1,2.0,1,1
40504,ATOMUSDT_15m_orders.xlsx,ATOMUSDT,15m,bullish_divergence_above_ema21,2,6.96,4.299,16/02/2020 21:45,1581889499999,4.408,1581893999999,1,2.0,1,1
173072,EOSUSDT_15m_orders.xlsx,EOSUSDT,15m,bullish_divergence_above_ema21,2,7.0,4.328,16/02/2020 22:45,1581893099999,4.42,1581958799999,1,2.0,1,2
177387,ETCUSDT_15m_orders.xlsx,ETCUSDT,15m,bullish_divergence_above_ema21,2,5.81,9.197,17/02/2020 06:30,1581920999999,9.422,1581940799999,1,2.0,1,2
72970,BCHUSDT_15m_orders.xlsx,BCHUSDT,15m,bullish_divergence_above_ema21,2,6.89,393.87,17/02/2020 09:15,1581930899999,403.0,1581951599999,1,2.0,1,3
137353,DASHUSDT_15m_orders.xlsx,DASHUSDT,15m,bullish_divergence_above_ema21,2,3.51,105.35,17/02/2020 12:45,1581943499999,108.22,1581951599999,1,2.0,1,3
320579,ONTUSDT_15m_orders.xlsx,ONTUSDT,15m,bullish_divergence_above_ema21,2,4.34,0.846,17/02/2020 15:00,1581951599999,0.8645,1581955199999,1,2.0,1,4
11800,ADAUSDT_15m_orders.xlsx,ADAUSDT,15m,bullish_divergence_above_ema21,2,3.53,0.05771,17/02/2020 15:15,1581952499999,0.05931,1581955199999,1,2.0,1,3
40507,ATOMUSDT_15m_orders.xlsx,ATOMUSDT,15m,bullish_divergence_above_ema21,2,4.2,4.075,17/02/2020 15:15,1581952499999,4.173,1581956099999,1,2.0,1,4
67760,BATUSDT_15m_orders.xlsx,BATUSDT,15m,bullish_divergence_above_ema21,2,3.92,0.2476,17/02/2020 15:15,1581952499999,0.2542,1581954299999,1,2.0,1,5
258181,LINKUSDT_15m_orders.xlsx,LINKUSDT,15m,bullish_divergence_above_ema21,2,5.56,4.081,17/02/2020 15:15,1581952499999,4.216,1581954299999,1,2.0,1,6
417784,TRXUSDT_15m_orders.xlsx,TRXUSDT,15m,bullish_divergence_above_ema21,2,4.04,0.02105,17/02/2020 15:15,1581952499999,0.02156,1581955199999,1,2.0,1,7
453953,XRPUSDT_15m_orders.xlsx,XRPUSDT,15m,bullish_divergence_above_ema21,2,3.03,0.2772,17/02/2020 15:15,1581952499999,0.2836,1581955199999,1,2.0,1,8
447884,XMRUSDT_15m_orders.xlsx,XMRUSDT,15m,bullish_divergence_above_ema21,2,4.52,83.12,17/02/2020 16:00,1581955199999,85.07,1581958799999,1,2.0,1,7
467075,ZECUSDT_15m_orders.xlsx,ZECUSDT,15m,bullish_divergence_above_ema21,2,6.24,64.07,18/02/2020 15:00,1582037999999,65.73,1582049699999,1,2.0,1,1
11803,ADAUSDT_15m_orders.xlsx,ADAUSDT,15m,bullish_divergence_above_ema21,2,4.42,0.06014,18/02/2020 15:15,1582038899999,0.06178,1582044299999,1,2.0,1,2
230911,IOTAUSDT_15m_orders.xlsx,IOTAUSDT,15m,bullish_divergence_above_ema21,2,4.12,0.2767,18/02/2020 15:15,1582038899999,0.2834,1582039799999,1,2.0,1,3
430152,VETUSDT_15m_orders.xlsx,VETUSDT,15m,bullish_divergence_above_ema21,2,5.03,0.006972,18/02/2020 15:30,1582039799999,0.00715,1582046099999,1,2.0,1,4
467080,ZECUSDT_15m_orders.xlsx,ZECUSDT,15m,bullish_divergence_above_ema21,2,3.36,62.43,20/02/2020 07:00,1582181999999,60.33,1582199099999,0,-3.36,1,1
11805,ADAUSDT_15m_orders.xlsx,ADAUSDT,15m,bullish_divergence_above_ema21,2,2.21,0.05752,20/02/2020 10:00,1582192799999,0.05614,1582199999999,0,-2.21,1,2
442752,XLMUSDT_15m_orders.xlsx,XLMUSDT,15m,bullish_divergence_above_ema21,2,4.38,0.07101,20/02/2020 10:00,1582192799999,0.06766,1582203599999,0,-4.38,1,3
453955,XRPUSDT_15m_orders.xlsx,XRPUSDT,15m,bullish_divergence_above_ema21,2,3.26,0.273,20/02/2020 14:00,1582207199999,0.2609,1582217099999,0,-3.26,1,1
137355,DASHUSDT_15m_orders.xlsx,DASHUSDT,15m,bullish_divergence_above_ema21,2,2.92,103.49,20/02/2020 14:45,1582209899999,99.0,1582217099999,0,-2.92,1,2
258183,LINKUSDT_15m_orders.xlsx,LINKUSDT,15m,bullish_divergence_above_ema21,2,5.55,4.305,20/02/2020 14:45,1582209899999,4.066,1582217099999,0,-5.55,1,3
85966,BNBUSDT_15m_orders.xlsx,BNBUSDT,15m,bullish_divergence_above_ema21,2,3.43,21.746,20/02/2020 17:15,1582218899999,22.289,1582236899999,1,2.0,-1,-1
297985,NEOUSDT_15m_orders.xlsx,NEOUSDT,15m,bullish_divergence_above_ema21,2,4.08,13.893,20/02/2020 17:15,1582218899999,14.244,1582241399999,1,2.0,-1,-1
320581,ONTUSDT_15m_orders.xlsx,ONTUSDT,15m,bullish_divergence_above_ema21,2,3.76,0.8228,20/02/2020 17:15,1582218899999,0.8419,1582248599999,1,2.0,-1,-1
272590,LTCUSDT_15m_orders.xlsx,LTCUSDT,15m,bullish_divergence_above_ema21,2,1.98,68.65,20/02/2020 21:45,1582235099999,70.32,1582236899999,1,2.0,1,1
177392,ETCUSDT_15m_orders.xlsx,ETCUSDT,15m,bullish_divergence_above_ema21,2,2.86,9.422,24/02/2020 08:30,1582532999999,9.137,1582567199999,0,-2.86,1,1
467088,ZECUSDT_15m_orders.xlsx,ZECUSDT,15m,bullish_divergence_above_ema21,2,1.77,61.68,24/02/2020 09:15,1582535699999,60.05,1582563599999,0,-1.77,1,2
320588,ONTUSDT_15m_orders.xlsx,ONTUSDT,15m,bullish_divergence_above_ema21,2,2.11,0.8583,24/02/2020 10:45,1582541099999,0.8385,1582567199999,0,-2.11,1,3
297987,NEOUSDT_15m_orders.xlsx,NEOUSDT,15m,bullish_divergence_above_ema21,2,1.54,13.856,24/02/2020 11:00,1582541999999,13.564,1582557299999,0,-1.54,1,4
272602,LTCUSDT_15m_orders.xlsx,LTCUSDT,15m,bullish_divergence_above_ema21,2,2.9,77.0,24/02/2020 11:30,1582543799999,74.05,1582557299999,0,-2.9,1,5
457875,XTZUSDT_15m_orders.xlsx,XTZUSDT,15m,bullish_divergence_above_ema21,2,3.81,3.309,24/02/2020 11:30,1582543799999,3.155,1582557299999,0,-3.81,1,6
137359,DASHUSDT_15m_orders.xlsx,DASHUSDT,15m,bullish_divergence_above_ema21,2,1.6,104.96,24/02/2020 11:45,1582544699999,103.27,1582557299999,0,-1.6,1,7
442757,XLMUSDT_15m_orders.xlsx,XLMUSDT,15m,bullish_divergence_above_ema21,2,1.72,0.07074,24/02/2020 11:45,1582544699999,0.06922,1582557299999,0,-1.72,1,8
11813,ADAUSDT_15m_orders.xlsx,ADAUSDT,15m,bullish_divergence_above_ema21,2,2.53,0.05889,24/02/2020 22:45,1582584299999,0.05721,1582608599999,0,-2.53,1,1
328048,QTUMUSDT_15m_orders.xlsx,QTUMUSDT,15m,bullish_divergence_above_ema21,2,2.57,2.338,24/02/2020 23:00,1582585199999,2.395,1582597799999,1,2.0,1,2
453957,XRPUSDT_15m_orders.xlsx,XRPUSDT,15m,bullish_divergence_above_ema21,2,1.65,0.2661,25/02/2020 09:30,1582622999999,0.2581,1582641899999,0,-1.65,-1,-1
226087,IOSTUSDT_15m_orders.xlsx,IOSTUSDT,15m,bullish_divergence_above_ema21,2,1.59,0.00598,25/02/2020 09:45,1582623899999,0.005852,1582629299999,0,-1.59,-1,-1
67772,BATUSDT_15m_orders.xlsx,BATUSDT,15m,bullish_divergence_above_ema21,2,2.63,0.2505,25/02/2020 12:15,1582632899999,0.241,1582641899999,0,-2.63,-1,-1
226089,IOSTUSDT_15m_orders.xlsx,IOSTUSDT,15m,bullish_divergence_above_ema21,2,2.92,0.005995,25/02/2020 12:15,1582632899999,0.005739,1582641899999,0,-2.92,-1,-1
272604,LTCUSDT_15m_orders.xlsx,LTCUSDT,15m,bullish_divergence_above_ema21,2,3.29,75.32,25/02/2020 12:15,1582632899999,71.15,1582641899999,0,-3.29,-1,-1
430157,VETUSDT_15m_orders.xlsx,VETUSDT,15m,bullish_divergence_above_ema21,2,2.64,0.006579,25/02/2020 12:15,1582632899999,0.006369,1582640999999,0,-2.64,-1,-1
457877,XTZUSDT_15m_orders.xlsx,XTZUSDT,15m,bullish_divergence_above_ema21,2,3.5,3.027,25/02/2020 12:15,1582632899999,2.873,1582641899999,0,-3.5,-1,-1
85974,BNBUSDT_15m_orders.xlsx,BNBUSDT,15m,bullish_divergence_above_ema21,2,1.73,20.494,25/02/2020 21:45,1582667099999,19.81,1582680599999,0,-1.73,1,1
258185,LINKUSDT_15m_orders.xlsx,LINKUSDT,15m,bullish_divergence_above_ema21,2,3.42,3.601,25/02/2020 21:45,1582667099999,3.452,1582679699999,0,-3.42,1,2
457878,XTZUSDT_15m_orders.xlsx,XTZUSDT,15m,bullish_divergence_above_ema21,2,4.41,2.832,25/02/2020 21:45,1582667099999,2.898,1582669799999,1,2.0,1,3
11815,ADAUSDT_15m_orders.xlsx,ADAUSDT,15m,bullish_divergence_above_ema21,2,1.82,0.05722,25/02/2020 22:00,1582667999999,0.05606,1582675199999,0,-1.82,1,4
137362,DASHUSDT_15m_orders.xlsx,DASHUSDT,15m,bullish_divergence_above_ema21,2,1.69,96.38,25/02/2020 22:00,1582667999999,94.53,1582679699999,0,-1.69,1,5
467090,ZECUSDT_15m_orders.xlsx,ZECUSDT,15m,bullish_divergence_above_ema21,2,2.28,57.85,25/02/2020 22:30,1582669799999,55.94,1582679699999,0,-2.28,1,6
85976,BNBUSDT_15m_orders.xlsx,BNBUSDT,15m,bullish_divergence_above_ema21,2,1.96,19.277,26/02/2020 11:00,1582714799999,19.799,1582721099999,1,2.0,-1,-1
67775,BATUSDT_15m_orders.xlsx,BATUSDT,15m,bullish_divergence_above_ema21,2,2.36,0.225,26/02/2020 11:30,1582716599999,0.2314,1582720199999,1,2.0,-1,-1
181564,ETHUSDT_15m_orders.xlsx,ETHUSDT,15m,bullish_divergence_above_ema21,2,2.02,240.07,26/02/2020 12:30,1582720199999,232.27,1582725599999,0,-2.02,-1,-1
442759,XLMUSDT_15m_orders.xlsx,XLMUSDT,15m,bullish_divergence_above_ema21,2,2.93,0.06168,26/02/2020 12:30,1582720199999,0.05941,1582726499999,0,-2.93,-1,-1
11817,ADAUSDT_15m_orders.xlsx,ADAUSDT,15m,bullish_divergence_above_ema21,2,3.02,0.05232,26/02/2020 12:45,1582721099999,0.0501,1582726499999,0,-3.02,-1,-1
137364,DASHUSDT_15m_orders.xlsx,DASHUSDT,15m,bullish_divergence_above_ema21,2,4.05,90.86,26/02/2020 12:45,1582721099999,86.72,1582725599999,0,-4.05,-1,-1
177394,ETCUSDT_15m_orders.xlsx,ETCUSDT,15m,bullish_divergence_above_ema21,2,3.85,8.528,26/02/2020 12:45,1582721099999,8.18,1582726499999,0,-3.85,-1,-1
226091,IOSTUSDT_15m_orders.xlsx,IOSTUSDT,15m,bullish_divergence_above_ema21,2,2.74,0.00537,26/02/2020 12:45,1582721099999,0.005205,1582725599999,0,-2.74,-1,-1
230919,IOTAUSDT_15m_orders.xlsx,IOTAUSDT,15m,bullish_divergence_above_ema21,2,3.35,0.236,26/02/2020 12:45,1582721099999,0.2265,1582726499999,0,-3.35,-1,-1
272606,LTCUSDT_15m_orders.xlsx,LTCUSDT,15m,bullish_divergence_above_ema21,2,2.66,67.34,26/02/2020 12:45,1582721099999,64.62,1582725599999,0,-2.66,-1,-1
297990,NEOUSDT_15m_orders.xlsx,NEOUSDT,15m,bullish_divergence_above_ema21,2,4.12,11.901,26/02/2020 12:45,1582721099999,11.335,1582725599999,0,-4.12,-1,-1
467092,ZECUSDT_15m_orders.xlsx,ZECUSDT,15m,bullish_divergence_above_ema21,2,3.02,53.97,26/02/2020 12:45,1582721099999,51.93,1582725599999,0,-3.02,-1,-1
72977,BCHUSDT_15m_orders.xlsx,BCHUSDT,15m,bullish_divergence_above_ema21,2,5.52,319.51,26/02/2020 18:30,1582741799999,332.18,1582768799999,1,2.0,-1,-1
40522,ATOMUSDT_15m_orders.xlsx,ATOMUSDT,15m,bullish_divergence_above_ema21,2,7.36,3.724,26/02/2020 19:00,1582743599999,3.367,1582766099999,0,-7.36,-1,-1
297992,NEOUSDT_15m_orders.xlsx,NEOUSDT,15m,bullish_divergence_above_ema21,2,4.74,11.295,26/02/2020 19:00,1582743599999,10.726,1582763399999,0,-4.74,-1,-1
328050,QTUMUSDT_15m_orders.xlsx,QTUMUSDT,15m,bullish_divergence_above_ema21,2,4.99,2.143,26/02/2020 19:00,1582743599999,2.024,1582765199999,0,-4.99,-1,-1
417797,TRXUSDT_15m_orders.xlsx,TRXUSDT,15m,bullish_divergence_above_ema21,2,6.38,0.01662,26/02/2020 19:00,1582743599999,0.01702,1582784099999,1,2.0,-1,-1
447889,XMRUSDT_15m_orders.xlsx,XMRUSDT,15m,bullish_divergence_above_ema21,2,4.73,71.71,26/02/2020 19:00,1582743599999,67.98,1582764299999,0,-4.73,-1,-1
272608,LTCUSDT_15m_orders.xlsx,LTCUSDT,15m,bullish_divergence_above_ema21,2,5.82,60.62,27/02/2020 02:15,1582769699999,61.88,1582784099999,1,2.0,1,1
94636,BTCUSDT_15m_orders.xlsx,BTCUSDT,15m,bullish_divergence_above_ema21,2,2.36,8740.19,27/02/2020 04:15,1582776899999,8947.0,1582806599999,1,2.0,1,2
11819,ADAUSDT_15m_orders.xlsx,ADAUSDT,15m,bullish_divergence_above_ema21,2,5.33,0.04874,27/02/2020 05:15,1582780499999,0.0498,1582783199999,1,2.0,1,3
328051,QTUMUSDT_15m_orders.xlsx,QTUMUSDT,15m,bullish_divergence_above_ema21,2,2.57,2.061,28/02/2020 11:45,1582890299999,2.007,1582892999999,0,-2.57,1,1
67777,BATUSDT_15m_orders.xlsx,BATUSDT,15m,bullish_divergence_above_ema21,2,5.88,0.2193,28/02/2020 13:30,1582896599999,0.2044,1583081099999,0,-5.88,1,1
85978,BNBUSDT_15m_orders.xlsx,BNBUSDT,15m,bullish_divergence_above_ema21,2,4.32,18.729,28/02/2020 13:30,1582896599999,19.122,1582928999999,1,2.0,1,2
181569,ETHUSDT_15m_orders.xlsx,ETHUSDT,15m,bullish_divergence_above_ema21,2,4.17,223.58,28/02/2020 13:30,1582896599999,228.89,1582906499999,1,2.0,1,3
226098,IOSTUSDT_15m_orders.xlsx,IOSTUSDT,15m,bullish_divergence_above_ema21,2,4.83,0.005136,28/02/2020 13:30,1582896599999,0.005263,1582930799999,1,2.0,1,4
230922,IOTAUSDT_15m_orders.xlsx,IOTAUSDT,15m,bullish_divergence_above_ema21,2,4.25,0.2119,28/02/2020 13:30,1582896599999,0.2167,1582928999999,1,2.0,1,5
272610,LTCUSDT_15m_orders.xlsx,LTCUSDT,15m,bullish_divergence_above_ema21,2,5.18,59.65,28/02/2020 13:30,1582896599999,61.0,1582930799999,1,2.0,1,6
320590,ONTUSDT_15m_orders.xlsx,ONTUSDT,15m,bullish_divergence_above_ema21,2,4.59,0.6862,28/02/2020 13:30,1582896599999,0.7003,1582904699999,1,2.0,1,7
417804,TRXUSDT_15m_orders.xlsx,TRXUSDT,15m,bullish_divergence_above_ema21,2,3.53,0.01671,28/02/2020 13:30,1582896599999,0.01712,1582924499999,1,2.0,1,8
430159,VETUSDT_15m_orders.xlsx,VETUSDT,15m,bullish_divergence_above_ema21,2,4.71,0.005603,28/02/2020 13:30,1582896599999,0.005749,1582925399999,1,2.0,1,9
442764,XLMUSDT_15m_orders.xlsx,XLMUSDT,15m,bullish_divergence_above_ema21,2,3.92,0.05873,28/02/2020 13:30,1582896599999,0.05995,1582953299999,1,2.0,1,10
447891,XMRUSDT_15m_orders.xlsx,XMRUSDT,15m,bullish_divergence_above_ema21,2,3.96,68.75,28/02/2020 13:30,1582896599999,65.91,1583020799999,0,-3.96,0,-1
11823,ADAUSDT_15m_orders.xlsx,ADAUSDT,15m,bullish_divergence_above_ema21,2,3.98,0.04846,28/02/2020 13:45,1582897499999,0.02286,1582910999999,0,-3.98,0,-1
72979,BCHUSDT_15m_orders.xlsx,BCHUSDT,15m,bullish_divergence_above_ema21,2,3.93,311.32,28/02/2020 13:45,1582897499999,317.73,1582905599999,1,2.0,0,-1
94638,BTCUSDT_15m_orders.xlsx,BTCUSDT,15m,bullish_divergence_above_ema21,2,2.58,8673.93,28/02/2020 13:45,1582897499999,8409.0,1583090099999,0,-2.58,0,-1
173085,EOSUSDT_15m_orders.xlsx,EOSUSDT,15m,bullish_divergence_above_ema21,2,4.47,3.51,28/02/2020 13:45,1582897499999,3.351,1582912799999,0,-4.47,0,-1
297994,NEOUSDT_15m_orders.xlsx,NEOUSDT,15m,bullish_divergence_above_ema21,2,4.38,11.097,28/02/2020 13:45,1582897499999,11.344,1582906499999,1,2.0,0,-1
457881,XTZUSDT_15m_orders.xlsx,XTZUSDT,15m,bullish_divergence_above_ema21,2,6.52,2.729,28/02/2020 20:30,1582921799999,2.79,1582928999999,1,2.0,1,9
