,Source.Name,trade_symbol,trade_interval,strategy,takeprofit,stoploss,entry_price,UTC_entry time,entry_time,close_price,close_time,win,win_percentage
94514,BTCUSDT_15m_orders.xlsx,BTCUSDT,15m,bullish_divergence,2,1.27,8082.5,04/10/2019 05:45,1570167899999,7889.64,1570345199999,0,-1.27
94522,BTCUSDT_15m_orders.xlsx,BTCUSDT,15m,bullish_divergence,2,1.19,8177.71,15/10/2019 19:45,1571168699999,8010.64,1571226299999,0,-1.19
94539,BTCUSDT_15m_orders.xlsx,BTCUSDT,15m,bullish_divergence,2,1.65,9309.93,29/10/2019 03:45,1572320699999,9569.1,1572326099999,1,2.0
94548,BTCUSDT_15m_orders.xlsx,BTCUSDT,15m,bullish_divergence,2,1.16,8771.96,08/11/2019 16:30,1573230599999,9187.0,1573403399999,1,2.0
94550,BTCUSDT_15m_orders.xlsx,BTCUSDT,15m,bullish_divergence,2,2.45,7574.96,22/11/2019 08:15,1574410499999,7765.03,1574410499999,1,2.0
94551,BTCUSDT_15m_orders.xlsx,BTCUSDT,15m,bullish_divergence,2,3.83,7032.22,22/11/2019 15:00,1574434799999,7204.47,1574439299999,1,2.0
94555,BTCUSDT_15m_orders.xlsx,BTCUSDT,15m,bullish_divergence,2,1.85,7207.73,05/12/2019 00:45,1575506699999,7379.28,1575521099999,1,2.0
181475,ETHUSDT_15m_orders.xlsx,ETHUSDT,15m,bullish_divergence,2,2.09,142.02,12/12/2019 03:00,1576119599999,144.98,1576152899999,1,2.0
181481,ETHUSDT_15m_orders.xlsx,ETHUSDT,15m,bullish_divergence,2,1.74,127.54,17/12/2019 18:15,1576606499999,124.94,1576610999999,0,-1.74
94572,BTCUSDT_15m_orders.xlsx,BTCUSDT,15m,bullish_divergence,2,1.82,7358.98,24/12/2019 09:00,1577177999999,7210.0,1577204099999,0,-1.82
181489,ETHUSDT_15m_orders.xlsx,ETHUSDT,15m,bullish_divergence,2,1.48,125.06,25/12/2019 12:30,1577276999999,123.0,1577292299999,0,-1.48
72932,BCHUSDT_15m_orders.xlsx,BCHUSDT,15m,bullish_divergence,2,1.33,194.64,03/01/2020 02:30,1578018599999,204.0,1578026699999,1,2.0
94584,BTCUSDT_15m_orders.xlsx,BTCUSDT,15m,bullish_divergence,2,1.25,6950.01,03/01/2020 02:45,1578019499999,7300.0,1578026699999,1,2.0
272556,LTCUSDT_15m_orders.xlsx,LTCUSDT,15m,bullish_divergence,2,3.14,59.84,18/01/2020 19:45,1579376699999,62.7,1579396499999,1,2.0
258134,LINKUSDT_15m_orders.xlsx,LINKUSDT,15m,bullish_divergence,2,2.02,2.572,19/01/2020 20:45,1579466699999,2.675,1579472099999,1,2.0
272558,LTCUSDT_15m_orders.xlsx,LTCUSDT,15m,bullish_divergence,2,1.36,55.35,23/01/2020 16:00,1579795199999,54.51,1579797899999,0,-1.36
442728,XLMUSDT_15m_orders.xlsx,XLMUSDT,15m,bullish_divergence,2,1.32,0.05764,23/01/2020 20:30,1579811399999,0.05686,1579811399999,0,-1.32
258139,LINKUSDT_15m_orders.xlsx,LINKUSDT,15m,bullish_divergence,2,2.17,2.484,23/01/2020 11:45,1579779899999,2.427,1579832099999,0,-2.17
173035,EOSUSDT_15m_orders.xlsx,EOSUSDT,15m,bullish_divergence,2,2.27,3.576,23/01/2020 15:30,1579793399999,3.493,1579832999999,0,-2.27
177378,ETCUSDT_15m_orders.xlsx,ETCUSDT,15m,bullish_divergence,2,2.08,8.346,23/01/2020 20:30,1579811399999,8.517,1579817699999,1,2.0
417753,TRXUSDT_15m_orders.xlsx,TRXUSDT,15m,bullish_divergence,2,1.8,0.01613,23/01/2020 20:30,1579811399999,0.0156,1579834799999,0,-1.8
181517,ETHUSDT_15m_orders.xlsx,ETHUSDT,15m,bullish_divergence,2,1.17,161.3,23/01/2020 21:00,1579813199999,158.0,1579834799999,0,-1.17
181517,ETHUSDT_15m_orders.xlsx,ETHUSDT,15m,bullish_divergence,2,1.17,161.3,23/01/2020 21:00,1579813199999,158.0,1579834799999,0,-1.17
417753,TRXUSDT_15m_orders.xlsx,TRXUSDT,15m,bullish_divergence,2,1.8,0.01613,23/01/2020 20:30,1579811399999,0.0156,1579834799999,0,-1.8
181517,ETHUSDT_15m_orders.xlsx,ETHUSDT,15m,bullish_divergence,2,1.17,161.3,23/01/2020 21:00,1579813199999,158.0,1579834799999,0,-1.17
177378,ETCUSDT_15m_orders.xlsx,ETCUSDT,15m,bullish_divergence,2,2.08,8.346,23/01/2020 20:30,1579811399999,8.517,1579817699999,1,2.0
417753,TRXUSDT_15m_orders.xlsx,TRXUSDT,15m,bullish_divergence,2,1.8,0.01613,23/01/2020 20:30,1579811399999,0.0156,1579834799999,0,-1.8
181517,ETHUSDT_15m_orders.xlsx,ETHUSDT,15m,bullish_divergence,2,1.17,161.3,23/01/2020 21:00,1579813199999,158.0,1579834799999,0,-1.17
72943,BCHUSDT_15m_orders.xlsx,BCHUSDT,15m,bullish_divergence,2,1.65,311.79,24/01/2020 05:45,1579844699999,301.93,1579857299999,0,-1.65
272560,LTCUSDT_15m_orders.xlsx,LTCUSDT,15m,bullish_divergence,2,2.44,52.54,24/01/2020 05:45,1579844699999,50.77,1579858199999,0,-2.44
177380,ETCUSDT_15m_orders.xlsx,ETCUSDT,15m,bullish_divergence,2,3.76,8.138,24/01/2020 05:30,1579843799999,8.75,1579866299999,1,2.0
417755,TRXUSDT_15m_orders.xlsx,TRXUSDT,15m,bullish_divergence,2,2.38,0.01598,24/01/2020 05:45,1579844699999,0.01638,1579868099999,1,2.0
453930,XRPUSDT_15m_orders.xlsx,XRPUSDT,15m,bullish_divergence,2,1.51,0.2514,03/02/2020 14:45,1580741099999,0.2475,1580745599999,0,-1.51
258152,LINKUSDT_15m_orders.xlsx,LINKUSDT,15m,bullish_divergence,2,2.12,2.734,04/02/2020 11:30,1580815799999,2.806,1580881499999,1,2.0
11785,ADAUSDT_15m_orders.xlsx,ADAUSDT,15m,bullish_divergence,2,2.21,0.05528,04/02/2020 12:00,1580817599999,0.05662,1580831099999,1,2.0
72957,BCHUSDT_15m_orders.xlsx,BCHUSDT,15m,bullish_divergence,2,2.23,381.73,04/02/2020 15:15,1580829299999,409.79,1580898599999,1,2.0
40494,ATOMUSDT_15m_orders.xlsx,ATOMUSDT,15m,bullish_divergence,2,2.67,4.757,09/02/2020 05:45,1581227099999,4.626,1581263099999,0,-2.67
272576,LTCUSDT_15m_orders.xlsx,LTCUSDT,15m,bullish_divergence,2,1.6,73.72,10/02/2020 11:15,1581333299999,75.42,1581348599999,1,2.0
467062,ZECUSDT_15m_orders.xlsx,ZECUSDT,15m,bullish_divergence,2,1.16,68.8,10/02/2020 11:15,1581333299999,70.44,1581348599999,1,2.0
181545,ETHUSDT_15m_orders.xlsx,ETHUSDT,15m,bullish_divergence,2,1.12,219.79,10/02/2020 12:30,1581337799999,225.0,1581347699999,1,2.0
457866,XTZUSDT_15m_orders.xlsx,XTZUSDT,15m,bullish_divergence,2,5.59,3.041,13/02/2020 10:00,1581587999999,3.113,1581588899999,1,2.0
85958,BNBUSDT_15m_orders.xlsx,BNBUSDT,15m,bullish_divergence,2,1.95,25.068,13/02/2020 12:15,1581596099999,25.609,1581599699999,1,2.0
173069,EOSUSDT_15m_orders.xlsx,EOSUSDT,15m,bullish_divergence,2,1.65,5.267,15/02/2020 09:00,1581757199999,5.162,1581781499999,0,-1.65
230903,IOTAUSDT_15m_orders.xlsx,IOTAUSDT,15m,bullish_divergence,2,1.28,0.3192,15/02/2020 10:00,1581760799999,0.2874,1581782399999,0,-1.28
181556,ETHUSDT_15m_orders.xlsx,ETHUSDT,15m,bullish_divergence,2,2.92,266.39,16/02/2020 01:00,1581814799999,272.5,1581821099999,1,2.0
40503,ATOMUSDT_15m_orders.xlsx,ATOMUSDT,15m,bullish_divergence,2,6.28,4.268,16/02/2020 18:30,1581877799999,4.367,1581893099999,1,2.0
173071,EOSUSDT_15m_orders.xlsx,EOSUSDT,15m,bullish_divergence,2,6.16,4.289,16/02/2020 18:30,1581877799999,4.396,1581894899999,1,2.0
177386,ETCUSDT_15m_orders.xlsx,ETCUSDT,15m,bullish_divergence,2,5.71,9.188,17/02/2020 05:45,1581918299999,9.422,1581940799999,1,2.0
40505,ATOMUSDT_15m_orders.xlsx,ATOMUSDT,15m,bullish_divergence,2,2.73,4.07,17/02/2020 13:15,1581945299999,3.904,1581949799999,0,-2.73
72969,BCHUSDT_15m_orders.xlsx,BCHUSDT,15m,bullish_divergence,2,6.48,392.16,17/02/2020 06:15,1581920099999,403.0,1581951599999,1,2.0
137352,DASHUSDT_15m_orders.xlsx,DASHUSDT,15m,bullish_divergence,2,4.09,105.99,17/02/2020 12:30,1581942599999,108.22,1581951599999,1,2.0
417783,TRXUSDT_15m_orders.xlsx,TRXUSDT,15m,bullish_divergence,2,3.84,0.02086,17/02/2020 12:30,1581942599999,0.02137,1581952499999,1,2.0
320578,ONTUSDT_15m_orders.xlsx,ONTUSDT,15m,bullish_divergence,2,3.96,0.838,17/02/2020 12:45,1581943499999,0.856,1581952499999,1,2.0
447883,XMRUSDT_15m_orders.xlsx,XMRUSDT,15m,bullish_divergence,2,4.39,82.83,17/02/2020 13:15,1581945299999,84.54,1581957899999,1,2.0
11801,ADAUSDT_15m_orders.xlsx,ADAUSDT,15m,bullish_divergence,2,4.56,0.05833,17/02/2020 15:00,1581951599999,0.05966,1581956099999,1,2.0
40506,ATOMUSDT_15m_orders.xlsx,ATOMUSDT,15m,bullish_divergence,2,4.31,4.08,17/02/2020 15:00,1581951599999,4.173,1581956099999,1,2.0
67759,BATUSDT_15m_orders.xlsx,BATUSDT,15m,bullish_divergence,2,4.0,0.2478,17/02/2020 15:00,1581951599999,0.2542,1581954299999,1,2.0
258180,LINKUSDT_15m_orders.xlsx,LINKUSDT,15m,bullish_divergence,2,5.59,4.082,17/02/2020 15:00,1581951599999,4.216,1581954299999,1,2.0
453952,XRPUSDT_15m_orders.xlsx,XRPUSDT,15m,bullish_divergence,2,3.0,0.2771,17/02/2020 15:00,1581951599999,0.2836,1581955199999,1,2.0
467074,ZECUSDT_15m_orders.xlsx,ZECUSDT,15m,bullish_divergence,2,3.0,61.93,18/02/2020 14:30,1582036199999,63.39,1582037099999,1,2.0
11802,ADAUSDT_15m_orders.xlsx,ADAUSDT,15m,bullish_divergence,2,3.93,0.05983,18/02/2020 15:00,1582037999999,0.06119,1582042499999,1,2.0
230910,IOTAUSDT_15m_orders.xlsx,IOTAUSDT,15m,bullish_divergence,2,3.21,0.2741,18/02/2020 15:00,1582037999999,0.2834,1582039799999,1,2.0
430151,VETUSDT_15m_orders.xlsx,VETUSDT,15m,bullish_divergence,2,1.95,0.006753,18/02/2020 15:00,1582037999999,0.007031,1582039799999,1,2.0
467079,ZECUSDT_15m_orders.xlsx,ZECUSDT,15m,bullish_divergence,2,2.22,61.7,20/02/2020 06:00,1582178399999,60.33,1582199099999,0,-2.22
442751,XLMUSDT_15m_orders.xlsx,XLMUSDT,15m,bullish_divergence,2,3.28,0.0702,20/02/2020 09:30,1582190999999,0.07166,1582195499999,1,2.0
11804,ADAUSDT_15m_orders.xlsx,ADAUSDT,15m,bullish_divergence,2,2.34,0.0576,20/02/2020 09:45,1582191899999,0.05614,1582199999999,0,-2.34
453954,XRPUSDT_15m_orders.xlsx,XRPUSDT,15m,bullish_divergence,2,3.81,0.2733,20/02/2020 10:00,1582192799999,0.2609,1582217099999,0,-3.81
137354,DASHUSDT_15m_orders.xlsx,DASHUSDT,15m,bullish_divergence,2,1.38,104.85,20/02/2020 10:30,1582194599999,103.39,1582198199999,0,-1.38
258182,LINKUSDT_15m_orders.xlsx,LINKUSDT,15m,bullish_divergence,2,2.32,4.31,20/02/2020 10:45,1582195499999,4.152,1582199999999,0,-2.32
85965,BNBUSDT_15m_orders.xlsx,BNBUSDT,15m,bullish_divergence,2,3.44,21.748,20/02/2020 17:00,1582217999999,22.289,1582236899999,1,2.0
272591,LTCUSDT_15m_orders.xlsx,LTCUSDT,15m,bullish_divergence,2,4.93,69.58,20/02/2020 17:00,1582217999999,71.13,1582248599999,1,2.0
297984,NEOUSDT_15m_orders.xlsx,NEOUSDT,15m,bullish_divergence,2,4.1,13.896,20/02/2020 17:00,1582217999999,14.244,1582241399999,1,2.0
320580,ONTUSDT_15m_orders.xlsx,ONTUSDT,15m,bullish_divergence,2,3.88,0.8239,20/02/2020 17:00,1582217999999,0.8419,1582248599999,1,2.0
40519,ATOMUSDT_15m_orders.xlsx,ATOMUSDT,15m,bullish_divergence,2,1.29,4.801,23/02/2020 17:30,1582478999999,4.929,1582505999999,1,2.0
177391,ETCUSDT_15m_orders.xlsx,ETCUSDT,15m,bullish_divergence,2,2.31,9.369,24/02/2020 07:45,1582530299999,9.137,1582567199999,0,-2.31
272601,LTCUSDT_15m_orders.xlsx,LTCUSDT,15m,bullish_divergence,2,1.66,76.03,24/02/2020 07:45,1582530299999,74.05,1582557299999,0,-1.66
297986,NEOUSDT_15m_orders.xlsx,NEOUSDT,15m,bullish_divergence,2,1.02,13.782,24/02/2020 07:45,1582530299999,14.1,1582546499999,1,2.0
320587,ONTUSDT_15m_orders.xlsx,ONTUSDT,15m,bullish_divergence,2,1.37,0.8519,24/02/2020 07:45,1582530299999,0.8385,1582567199999,0,-1.37
442756,XLMUSDT_15m_orders.xlsx,XLMUSDT,15m,bullish_divergence,2,1.32,0.07045,24/02/2020 07:45,1582530299999,0.06922,1582557299999,0,-1.32
467087,ZECUSDT_15m_orders.xlsx,ZECUSDT,15m,bullish_divergence,2,1.38,61.44,24/02/2020 07:45,1582530299999,62.77,1582543799999,1,2.0
137358,DASHUSDT_15m_orders.xlsx,DASHUSDT,15m,bullish_divergence,2,1.03,104.35,24/02/2020 08:00,1582531199999,103.15,1582539299999,0,-1.03
457874,XTZUSDT_15m_orders.xlsx,XTZUSDT,15m,bullish_divergence,2,2.39,3.261,24/02/2020 08:00,1582531199999,3.155,1582557299999,0,-2.39
11812,ADAUSDT_15m_orders.xlsx,ADAUSDT,15m,bullish_divergence,2,2.15,0.05866,24/02/2020 19:45,1582573499999,0.05721,1582608599999,0,-2.15
328047,QTUMUSDT_15m_orders.xlsx,QTUMUSDT,15m,bullish_divergence,2,2.73,2.342,24/02/2020 19:45,1582573499999,2.395,1582597799999,1,2.0
457876,XTZUSDT_15m_orders.xlsx,XTZUSDT,15m,bullish_divergence,2,2.31,2.99,25/02/2020 08:30,1582619399999,2.91,1582630199999,0,-2.31
226086,IOSTUSDT_15m_orders.xlsx,IOSTUSDT,15m,bullish_divergence,2,1.34,0.005965,25/02/2020 08:45,1582620299999,0.005852,1582629299999,0,-1.34
453956,XRPUSDT_15m_orders.xlsx,XRPUSDT,15m,bullish_divergence,2,1.32,0.2652,25/02/2020 08:45,1582620299999,0.2581,1582641899999,0,-1.32
226088,IOSTUSDT_15m_orders.xlsx,IOSTUSDT,15m,bullish_divergence,2,2.72,0.005983,25/02/2020 12:00,1582631999999,0.005739,1582641899999,0,-2.72
272603,LTCUSDT_15m_orders.xlsx,LTCUSDT,15m,bullish_divergence,2,3.1,75.17,25/02/2020 12:00,1582631999999,71.15,1582641899999,0,-3.1
430156,VETUSDT_15m_orders.xlsx,VETUSDT,15m,bullish_divergence,2,2.45,0.006566,25/02/2020 12:00,1582631999999,0.006369,1582640999999,0,-2.45
67771,BATUSDT_15m_orders.xlsx,BATUSDT,15m,bullish_divergence,2,2.63,0.2505,25/02/2020 12:15,1582632899999,0.241,1582641899999,0,-2.63
67771,BATUSDT_15m_orders.xlsx,BATUSDT,15m,bullish_divergence,2,2.63,0.2505,25/02/2020 12:15,1582632899999,0.241,1582641899999,0,-2.63
430156,VETUSDT_15m_orders.xlsx,VETUSDT,15m,bullish_divergence,2,2.45,0.006566,25/02/2020 12:00,1582631999999,0.006369,1582640999999,0,-2.45
67771,BATUSDT_15m_orders.xlsx,BATUSDT,15m,bullish_divergence,2,2.63,0.2505,25/02/2020 12:15,1582632899999,0.241,1582641899999,0,-2.63
272603,LTCUSDT_15m_orders.xlsx,LTCUSDT,15m,bullish_divergence,2,3.1,75.17,25/02/2020 12:00,1582631999999,71.15,1582641899999,0,-3.1
430156,VETUSDT_15m_orders.xlsx,VETUSDT,15m,bullish_divergence,2,2.45,0.006566,25/02/2020 12:00,1582631999999,0.006369,1582640999999,0,-2.45
67771,BATUSDT_15m_orders.xlsx,BATUSDT,15m,bullish_divergence,2,2.63,0.2505,25/02/2020 12:15,1582632899999,0.241,1582641899999,0,-2.63
226088,IOSTUSDT_15m_orders.xlsx,IOSTUSDT,15m,bullish_divergence,2,2.72,0.005983,25/02/2020 12:00,1582631999999,0.005739,1582641899999,0,-2.72
272603,LTCUSDT_15m_orders.xlsx,LTCUSDT,15m,bullish_divergence,2,3.1,75.17,25/02/2020 12:00,1582631999999,71.15,1582641899999,0,-3.1
430156,VETUSDT_15m_orders.xlsx,VETUSDT,15m,bullish_divergence,2,2.45,0.006566,25/02/2020 12:00,1582631999999,0.006369,1582640999999,0,-2.45
67771,BATUSDT_15m_orders.xlsx,BATUSDT,15m,bullish_divergence,2,2.63,0.2505,25/02/2020 12:15,1582632899999,0.241,1582641899999,0,-2.63
258184,LINKUSDT_15m_orders.xlsx,LINKUSDT,15m,bullish_divergence,2,1.83,3.543,25/02/2020 20:00,1582660799999,3.625,1582667099999,1,2.0
67773,BATUSDT_15m_orders.xlsx,BATUSDT,15m,bullish_divergence,2,2.47,0.2388,26/02/2020 00:30,1582676999999,0.2329,1582678799999,0,-2.47
297988,NEOUSDT_15m_orders.xlsx,NEOUSDT,15m,bullish_divergence,2,1.61,12.525,26/02/2020 00:30,1582676999999,12.262,1582678799999,0,-1.61
137363,DASHUSDT_15m_orders.xlsx,DASHUSDT,15m,bullish_divergence,2,2.23,89.2,26/02/2020 09:00,1582707599999,87.18,1582709399999,0,-2.23
181563,ETHUSDT_15m_orders.xlsx,ETHUSDT,15m,bullish_divergence,2,1.55,239.15,26/02/2020 09:00,1582707599999,235.22,1582712099999,0,-1.55
11816,ADAUSDT_15m_orders.xlsx,ADAUSDT,15m,bullish_divergence,2,2.46,0.05202,26/02/2020 09:00,1582707599999,0.05058,1582718399999,0,-2.46
297989,NEOUSDT_15m_orders.xlsx,NEOUSDT,15m,bullish_divergence,2,1.12,11.54,26/02/2020 10:15,1582712099999,11.241,1582719299999,0,-1.12
442758,XLMUSDT_15m_orders.xlsx,XLMUSDT,15m,bullish_divergence,2,1.24,0.06062,26/02/2020 10:15,1582712099999,0.05986,1582719299999,0,-1.24
442758,XLMUSDT_15m_orders.xlsx,XLMUSDT,15m,bullish_divergence,2,1.24,0.06062,26/02/2020 10:15,1582712099999,0.05986,1582719299999,0,-1.24
297989,NEOUSDT_15m_orders.xlsx,NEOUSDT,15m,bullish_divergence,2,1.12,11.54,26/02/2020 10:15,1582712099999,11.241,1582719299999,0,-1.12
442758,XLMUSDT_15m_orders.xlsx,XLMUSDT,15m,bullish_divergence,2,1.24,0.06062,26/02/2020 10:15,1582712099999,0.05986,1582719299999,0,-1.24
272607,LTCUSDT_15m_orders.xlsx,LTCUSDT,15m,bullish_divergence,2,5.67,60.52,27/02/2020 02:00,1582768799999,61.88,1582784099999,1,2.0
94635,BTCUSDT_15m_orders.xlsx,BTCUSDT,15m,bullish_divergence,2,1.91,8699.66,27/02/2020 02:30,1582770599999,8899.0,1582805699999,1,2.0
11818,ADAUSDT_15m_orders.xlsx,ADAUSDT,15m,bullish_divergence,2,4.11,0.04812,27/02/2020 03:00,1582772399999,0.04927,1582781399999,1,2.0
11820,ADAUSDT_15m_orders.xlsx,ADAUSDT,15m,bullish_divergence,2,1.65,0.04908,28/02/2020 08:45,1582879499999,0.04809,1582881299999,0,-1.65
85977,BNBUSDT_15m_orders.xlsx,BNBUSDT,15m,bullish_divergence,2,1.54,18.946,28/02/2020 08:45,1582879499999,18.533,1582881299999,0,-1.54
173082,EOSUSDT_15m_orders.xlsx,EOSUSDT,15m,bullish_divergence,2,2.41,3.565,28/02/2020 08:45,1582879499999,3.448,1582881299999,0,-2.41
430158,VETUSDT_15m_orders.xlsx,VETUSDT,15m,bullish_divergence,2,1.42,0.005565,28/02/2020 10:15,1582884899999,0.005471,1582884899999,0,-1.42
67776,BATUSDT_15m_orders.xlsx,BATUSDT,15m,bullish_divergence,2,2.32,0.2151,28/02/2020 11:15,1582888499999,0.2087,1582892099999,0,-2.32
11821,ADAUSDT_15m_orders.xlsx,ADAUSDT,15m,bullish_divergence,2,3.0,0.04832,28/02/2020 11:30,1582889399999,0.04675,1582892099999,0,-3.0
328052,QTUMUSDT_15m_orders.xlsx,QTUMUSDT,15m,bullish_divergence,2,1.92,2.036,28/02/2020 10:30,1582885799999,2.081,1582895699999,1,2.0
226097,IOSTUSDT_15m_orders.xlsx,IOSTUSDT,15m,bullish_divergence,2,3.27,0.005053,28/02/2020 11:15,1582888499999,0.005183,1582897499999,1,2.0
173083,EOSUSDT_15m_orders.xlsx,EOSUSDT,15m,bullish_divergence,2,2.03,3.495,28/02/2020 11:30,1582889399999,3.41,1582892099999,0,-2.03
181568,ETHUSDT_15m_orders.xlsx,ETHUSDT,15m,bullish_divergence,2,2.55,222.92,28/02/2020 11:30,1582889399999,215.6,1582892099999,0,-2.55
230920,IOTAUSDT_15m_orders.xlsx,IOTAUSDT,15m,bullish_divergence,2,2.28,0.2103,28/02/2020 11:30,1582889399999,0.2038,1582892099999,0,-2.28
417803,TRXUSDT_15m_orders.xlsx,TRXUSDT,15m,bullish_divergence,2,3.01,0.0166,28/02/2020 11:30,1582889399999,0.01694,1582906499999,1,2.0
417803,TRXUSDT_15m_orders.xlsx,TRXUSDT,15m,bullish_divergence,2,3.01,0.0166,28/02/2020 11:30,1582889399999,0.01694,1582906499999,1,2.0
230920,IOTAUSDT_15m_orders.xlsx,IOTAUSDT,15m,bullish_divergence,2,2.28,0.2103,28/02/2020 11:30,1582889399999,0.2038,1582892099999,0,-2.28
417803,TRXUSDT_15m_orders.xlsx,TRXUSDT,15m,bullish_divergence,2,3.01,0.0166,28/02/2020 11:30,1582889399999,0.01694,1582906499999,1,2.0
173083,EOSUSDT_15m_orders.xlsx,EOSUSDT,15m,bullish_divergence,2,2.03,3.495,28/02/2020 11:30,1582889399999,3.41,1582892099999,0,-2.03
181568,ETHUSDT_15m_orders.xlsx,ETHUSDT,15m,bullish_divergence,2,2.55,222.92,28/02/2020 11:30,1582889399999,215.6,1582892099999,0,-2.55
230920,IOTAUSDT_15m_orders.xlsx,IOTAUSDT,15m,bullish_divergence,2,2.28,0.2103,28/02/2020 11:30,1582889399999,0.2038,1582892099999,0,-2.28
457880,XTZUSDT_15m_orders.xlsx,XTZUSDT,15m,bullish_divergence,2,6.52,2.729,28/02/2020 20:30,1582921799999,2.79,1582928999999,1,2.0
442765,XLMUSDT_15m_orders.xlsx,XLMUSDT,15m,bullish_divergence,2,1.4,0.05781,01/03/2020 01:30,1583026199999,0.057,1583048699999,0,-1.4
457882,XTZUSDT_15m_orders.xlsx,XTZUSDT,15m,bullish_divergence,2,2.37,2.612,02/03/2020 02:45,1583117099999,2.675,1583126099999,1,2.0
72980,BCHUSDT_15m_orders.xlsx,BCHUSDT,15m,bullish_divergence,2,1.38,325.83,03/03/2020 18:00,1583258399999,333.0,1583265599999,1,2.0
137369,DASHUSDT_15m_orders.xlsx,DASHUSDT,15m,bullish_divergence,2,1.23,88.14,03/03/2020 18:00,1583258399999,89.99,1583297999999,1,2.0
40526,ATOMUSDT_15m_orders.xlsx,ATOMUSDT,15m,bullish_divergence,2,1.54,3.571,03/03/2020 18:30,1583260199999,3.655,1583280899999,1,2.0
67778,BATUSDT_15m_orders.xlsx,BATUSDT,15m,bullish_divergence,2,1.52,0.2232,03/03/2020 18:30,1583260199999,0.2283,1583297999999,1,2.0
430163,VETUSDT_15m_orders.xlsx,VETUSDT,15m,bullish_divergence,2,1.73,0.005709,03/03/2020 18:30,1583260199999,0.005826,1583282699999,1,2.0
230926,IOTAUSDT_15m_orders.xlsx,IOTAUSDT,15m,bullish_divergence,2,2.06,0.223,04/03/2020 15:30,1583335799999,0.2168,1583338499999,0,-2.06
297998,NEOUSDT_15m_orders.xlsx,NEOUSDT,15m,bullish_divergence,2,1.73,11.734,04/03/2020 17:15,1583342099999,12.006,1583369099999,1,2.0
177395,ETCUSDT_15m_orders.xlsx,ETCUSDT,15m,bullish_divergence,2,2.83,7.804,04/03/2020 17:45,1583343899999,8.006,1583356499999,1,2.0
258198,LINKUSDT_15m_orders.xlsx,LINKUSDT,15m,bullish_divergence,2,1.88,4.625,06/03/2020 05:15,1583471699999,4.728,1583480699999,1,2.0
447904,XMRUSDT_15m_orders.xlsx,XMRUSDT,15m,bullish_divergence,2,1.36,68.47,06/03/2020 05:15,1583471699999,67.4,1583600399999,0,-1.36
67785,BATUSDT_15m_orders.xlsx,BATUSDT,15m,bullish_divergence,2,2.17,0.2306,06/03/2020 05:30,1583472599999,0.2355,1583480699999,1,2.0
173089,EOSUSDT_15m_orders.xlsx,EOSUSDT,15m,bullish_divergence,2,1.05,3.618,08/03/2020 02:15,1583633699999,3.576,1583637299999,0,-1.05
230931,IOTAUSDT_15m_orders.xlsx,IOTAUSDT,15m,bullish_divergence,2,1.86,0.2206,08/03/2020 02:15,1583633699999,0.2159,1583637299999,0,-1.86
430173,VETUSDT_15m_orders.xlsx,VETUSDT,15m,bullish_divergence,2,1.48,0.005739,08/03/2020 02:15,1583633699999,0.00563,1583636399999,0,-1.48
11832,ADAUSDT_15m_orders.xlsx,ADAUSDT,15m,bullish_divergence,2,1.28,0.04774,08/03/2020 03:45,1583639099999,0.04705,1583648099999,0,-1.28
40538,ATOMUSDT_15m_orders.xlsx,ATOMUSDT,15m,bullish_divergence,2,1.11,3.522,08/03/2020 03:45,1583639099999,3.478,1583648099999,0,-1.11
258200,LINKUSDT_15m_orders.xlsx,LINKUSDT,15m,bullish_divergence,2,1.94,4.223,08/03/2020 03:45,1583639099999,4.129,1583679599999,0,-1.94
447906,XMRUSDT_15m_orders.xlsx,XMRUSDT,15m,bullish_divergence,2,1.55,64.38,08/03/2020 03:45,1583639099999,62.38,1583672399999,0,-1.55
85987,BNBUSDT_15m_orders.xlsx,BNBUSDT,15m,bullish_divergence,2,1.47,19.601,08/03/2020 04:45,1583642699999,19.274,1583655299999,0,-1.47
226110,IOSTUSDT_15m_orders.xlsx,IOSTUSDT,15m,bullish_divergence,2,1.47,0.005236,08/03/2020 07:00,1583650799999,0.0051,1583672399999,0,-1.47
298006,NEOUSDT_15m_orders.xlsx,NEOUSDT,15m,bullish_divergence,2,1.12,11.251,08/03/2020 07:00,1583650799999,11.055,1583671499999,0,-1.12
177397,ETCUSDT_15m_orders.xlsx,ETCUSDT,15m,bullish_divergence,2,1.78,7.488,08/03/2020 07:15,1583651699999,7.28,1583672399999,0,-1.78
177397,ETCUSDT_15m_orders.xlsx,ETCUSDT,15m,bullish_divergence,2,1.78,7.488,08/03/2020 07:15,1583651699999,7.28,1583672399999,0,-1.78
298006,NEOUSDT_15m_orders.xlsx,NEOUSDT,15m,bullish_divergence,2,1.12,11.251,08/03/2020 07:00,1583650799999,11.055,1583671499999,0,-1.12
177397,ETCUSDT_15m_orders.xlsx,ETCUSDT,15m,bullish_divergence,2,1.78,7.488,08/03/2020 07:15,1583651699999,7.28,1583672399999,0,-1.78
226110,IOSTUSDT_15m_orders.xlsx,IOSTUSDT,15m,bullish_divergence,2,1.47,0.005236,08/03/2020 07:00,1583650799999,0.0051,1583672399999,0,-1.47
298006,NEOUSDT_15m_orders.xlsx,NEOUSDT,15m,bullish_divergence,2,1.12,11.251,08/03/2020 07:00,1583650799999,11.055,1583671499999,0,-1.12
