,Source.Name,trade_symbol,trade_interval,strategy,takeprofit,stoploss,entry_price,UTC_entry time,entry_time,close_price,close_time,win,win_percentage,action,position_count
94601,BTCUSDT_15m_orders.xlsx,BTCUSDT,15m,bearish_divergence_1-3,2,1.2,8814.33,15/01/2020 15:30,1579102199999,8622.0,1579139099999,1,2.0,1,1
453916,XRPUSDT_15m_orders.xlsx,XRPUSDT,15m,bearish_divergence_1-3,2,1.05,0.2354,17/01/2020 10:30,1579256999999,0.2384,1579256999999,0,-1.05,1,1
173030,EOSUSDT_15m_orders.xlsx,EOSUSDT,15m,bearish_divergence_1-3,2,6.34,3.829,17/01/2020 20:00,1579291199999,3.735,1579328099999,1,2.0,1,1
417750,TRXUSDT_15m_orders.xlsx,TRXUSDT,15m,bearish_divergence_1-3,2,1.54,0.0173,22/01/2020 08:15,1579680899999,0.0168,1579745699999,1,2.0,1,1
272565,LTCUSDT_15m_orders.xlsx,LTCUSDT,15m,bearish_divergence_1-3,2,1.08,56.02,26/01/2020 20:45,1580071499999,57.29,1580084999999,0,-1.08,1,1
177383,ETCUSDT_15m_orders.xlsx,ETCUSDT,15m,bearish_divergence_1-3,2,2.67,9.703,27/01/2020 07:30,1580110199999,9.45,1580115599999,1,2.0,1,1
453924,XRPUSDT_15m_orders.xlsx,XRPUSDT,15m,bearish_divergence_1-3,2,1.27,0.2336,28/01/2020 03:30,1580182199999,0.2384,1580217299999,0,-1.27,1,1
417759,TRXUSDT_15m_orders.xlsx,TRXUSDT,15m,bearish_divergence_1-3,2,2.49,0.01724,28/01/2020 10:00,1580205599999,0.01777,1580209199999,0,-2.49,1,2
94612,BTCUSDT_15m_orders.xlsx,BTCUSDT,15m,bearish_divergence_1-3,2,1.72,9049.0,28/01/2020 15:15,1580224499999,9432.13,1580255099999,0,-1.72,1,1
72953,BCHUSDT_15m_orders.xlsx,BCHUSDT,15m,bearish_divergence_1-3,2,1.84,389.02,29/01/2020 07:15,1580282099999,381.23,1580297399999,1,2.0,1,1
173048,EOSUSDT_15m_orders.xlsx,EOSUSDT,15m,bearish_divergence_1-3,2,1.19,4.323,30/01/2020 21:30,1580419799999,4.405,1580425199999,0,-1.19,1,1
417768,TRXUSDT_15m_orders.xlsx,TRXUSDT,15m,bearish_divergence_1-3,2,2.4,0.0195,02/02/2020 13:15,1580649299999,0.01911,1580687099999,1,2.0,1,1
453934,XRPUSDT_15m_orders.xlsx,XRPUSDT,15m,bearish_divergence_1-3,2,1.38,0.2787,05/02/2020 07:00,1580885999999,0.271,1580898599999,1,2.0,1,1
181539,ETHUSDT_15m_orders.xlsx,ETHUSDT,15m,bearish_divergence_1-3,2,1.18,205.73,05/02/2020 22:45,1580942699999,201.28,1580948999999,1,2.0,1,1
173055,EOSUSDT_15m_orders.xlsx,EOSUSDT,15m,bearish_divergence_1-3,2,1.8,4.516,05/02/2020 23:45,1580946299999,4.644,1580975999999,0,-1.8,1,2
181542,ETHUSDT_15m_orders.xlsx,ETHUSDT,15m,bearish_divergence_1-3,2,1.65,208.5,06/02/2020 09:30,1580981399999,213.61,1580991299999,0,-1.65,1,1
447873,XMRUSDT_15m_orders.xlsx,XMRUSDT,15m,bearish_divergence_1-3,2,1.33,79.93,07/02/2020 12:00,1581076799999,78.32,1581124499999,1,2.0,1,1
258162,LINKUSDT_15m_orders.xlsx,LINKUSDT,15m,bearish_divergence_1-3,2,2.32,3.287,07/02/2020 19:30,1581103799999,3.394,1581120899999,0,-2.32,1,2
258164,LINKUSDT_15m_orders.xlsx,LINKUSDT,15m,bearish_divergence_1-3,2,3.62,3.271,08/02/2020 01:15,1581124499999,3.19,1581129899999,1,2.0,1,2
457857,XTZUSDT_15m_orders.xlsx,XTZUSDT,15m,bearish_divergence_1-3,2,3.43,2.392,09/02/2020 10:15,1581243299999,2.509,1581260399999,0,-3.43,1,1
258169,LINKUSDT_15m_orders.xlsx,LINKUSDT,15m,bearish_divergence_1-3,2,3.34,3.967,12/02/2020 01:00,1581469199999,3.863,1581474599999,1,2.0,1,1
11791,ADAUSDT_15m_orders.xlsx,ADAUSDT,15m,bearish_divergence_1-3,2,1.31,0.06487,12/02/2020 03:15,1581477299999,0.06587,1581487199999,0,-1.31,1,1
72963,BCHUSDT_15m_orders.xlsx,BCHUSDT,15m,bearish_divergence_1-3,2,1.11,470.67,12/02/2020 03:45,1581479099999,479.47,1581484499999,0,-1.11,1,2
40498,ATOMUSDT_15m_orders.xlsx,ATOMUSDT,15m,bearish_divergence_1-3,2,2.16,5.205,12/02/2020 05:00,1581483599999,5.32,1581491699999,0,-2.16,1,3
417778,TRXUSDT_15m_orders.xlsx,TRXUSDT,15m,bearish_divergence_1-3,2,2.24,0.02356,12/02/2020 08:15,1581495299999,0.02435,1581514199999,0,-2.24,-1,-1
467069,ZECUSDT_15m_orders.xlsx,ZECUSDT,15m,bearish_divergence_1-3,2,1.54,74.11,12/02/2020 08:15,1581495299999,72.37,1581522299999,1,2.0,-1,-1
258171,LINKUSDT_15m_orders.xlsx,LINKUSDT,15m,bearish_divergence_1-3,2,4.58,3.996,12/02/2020 08:30,1581496199999,4.195,1581506099999,0,-4.58,-1,-1
181549,ETHUSDT_15m_orders.xlsx,ETHUSDT,15m,bearish_divergence_1-3,2,2.36,251.74,12/02/2020 09:30,1581499799999,258.82,1581506999999,0,-2.36,-1,-1
258174,LINKUSDT_15m_orders.xlsx,LINKUSDT,15m,bearish_divergence_1-3,2,1.6,4.133,12/02/2020 14:30,1581517799999,4.031,1581521399999,1,2.0,-1,-1
11795,ADAUSDT_15m_orders.xlsx,ADAUSDT,15m,bearish_divergence_1-3,2,2.2,0.06934,12/02/2020 20:00,1581537599999,0.0709,1581560999999,0,-2.2,1,1
442743,XLMUSDT_15m_orders.xlsx,XLMUSDT,15m,bearish_divergence_1-3,2,2.32,0.08112,12/02/2020 20:15,1581538499999,0.084,1581560099999,0,-2.32,1,2
320575,ONTUSDT_15m_orders.xlsx,ONTUSDT,15m,bearish_divergence_1-3,2,2.81,1.059,13/02/2020 04:00,1581566399999,1.021,1581580799999,1,2.0,1,1
85962,BNBUSDT_15m_orders.xlsx,BNBUSDT,15m,bearish_divergence_1-3,2,1.38,23.732,18/02/2020 06:00,1582005599999,23.2,1582017299999,1,2.0,1,1
67762,BATUSDT_15m_orders.xlsx,BATUSDT,15m,bearish_divergence_1-3,2,1.35,0.2775,18/02/2020 06:30,1582007399999,0.2815,1582012799999,0,-1.35,1,2
40510,ATOMUSDT_15m_orders.xlsx,ATOMUSDT,15m,bearish_divergence_1-3,2,1.67,4.543,19/02/2020 18:00,1582135199999,4.67,1582138799999,0,-1.67,1,1
40513,ATOMUSDT_15m_orders.xlsx,ATOMUSDT,15m,bearish_divergence_1-3,2,3.17,4.555,19/02/2020 20:15,1582143299999,4.365,1582148699999,1,2.0,1,1
11809,ADAUSDT_15m_orders.xlsx,ADAUSDT,15m,bearish_divergence_1-3,2,1.07,0.05921,21/02/2020 14:30,1582295399999,0.06003,1582303499999,0,-1.07,1,1
417793,TRXUSDT_15m_orders.xlsx,TRXUSDT,15m,bearish_divergence_1-3,2,1.7,0.02025,21/02/2020 18:00,1582307999999,0.01976,1582316099999,1,2.0,1,1
72973,BCHUSDT_15m_orders.xlsx,BCHUSDT,15m,bearish_divergence_1-3,2,1.44,394.65,23/02/2020 10:45,1582454699999,400.64,1582454699999,0,-1.44,1,1
272596,LTCUSDT_15m_orders.xlsx,LTCUSDT,15m,bearish_divergence_1-3,2,1.11,78.94,23/02/2020 10:45,1582454699999,80.08,1582454699999,0,-1.11,1,2
320584,ONTUSDT_15m_orders.xlsx,ONTUSDT,15m,bearish_divergence_1-3,2,1.35,0.8845,23/02/2020 18:30,1582482599999,0.8979,1582499699999,0,-1.35,1,1
85970,BNBUSDT_15m_orders.xlsx,BNBUSDT,15m,bearish_divergence_1-3,2,3.03,22.582,24/02/2020 02:45,1582512299999,22.101,1582564499999,1,2.0,1,1
417800,TRXUSDT_15m_orders.xlsx,TRXUSDT,15m,bearish_divergence_1-3,2,1.25,0.01736,27/02/2020 18:30,1582828199999,0.01683,1582839899999,1,2.0,1,1
137366,DASHUSDT_15m_orders.xlsx,DASHUSDT,15m,bearish_divergence_1-3,2,1.57,90.63,02/03/2020 18:45,1583174699999,88.81,1583195399999,1,2.0,1,1
85981,BNBUSDT_15m_orders.xlsx,BNBUSDT,15m,bearish_divergence_1-3,2,1.13,19.796,02/03/2020 19:15,1583176499999,20.051,1583184599999,0,-1.13,1,2
272612,LTCUSDT_15m_orders.xlsx,LTCUSDT,15m,bearish_divergence_1-3,2,1.55,61.42,02/03/2020 19:15,1583176499999,60.18,1583201699999,1,2.0,1,3
258195,LINKUSDT_15m_orders.xlsx,LINKUSDT,15m,bearish_divergence_1-3,2,3.92,4.759,04/03/2020 15:45,1583336699999,4.612,1583338499999,1,2.0,1,1
430168,VETUSDT_15m_orders.xlsx,VETUSDT,15m,bearish_divergence_1-3,2,1.26,0.006122,05/03/2020 03:00,1583377199999,0.006212,1583400599999,0,-1.26,1,1
67782,BATUSDT_15m_orders.xlsx,BATUSDT,15m,bearish_divergence_1-3,2,1.18,0.2423,05/03/2020 11:15,1583406899999,0.2344,1583450099999,1,2.0,1,1
40535,ATOMUSDT_15m_orders.xlsx,ATOMUSDT,15m,bearish_divergence_1-3,2,1.01,3.902,05/03/2020 13:00,1583413199999,3.806,1583446499999,1,2.0,1,2
320599,ONTUSDT_15m_orders.xlsx,ONTUSDT,15m,bearish_divergence_1-3,2,1.3,0.737,05/03/2020 13:00,1583413199999,0.7189,1583510399999,1,2.0,1,3
181576,ETHUSDT_15m_orders.xlsx,ETHUSDT,15m,bearish_divergence_1-3,2,1.22,243.1,07/03/2020 01:45,1583545499999,246.82,1583584199999,0,-1.22,1,1
67793,BATUSDT_15m_orders.xlsx,BATUSDT,15m,bearish_divergence_1-3,2,2.58,0.2075,11/03/2020 05:45,1583905499999,0.1998,1583921699999,1,2.0,1,1
94655,BTCUSDT_15m_orders.xlsx,BTCUSDT,15m,bearish_divergence_1-3,2,2.51,5390.96,17/03/2020 22:15,1584483299999,5261.65,1584490499999,1,2.0,1,1
447919,XMRUSDT_15m_orders.xlsx,XMRUSDT,15m,bearish_divergence_1-3,2,4.1,36.25,18/03/2020 05:45,1584510299999,35.44,1584512099999,1,2.0,1,1
328073,QTUMUSDT_15m_orders.xlsx,QTUMUSDT,15m,bearish_divergence_1-3,2,1.04,1.139,19/03/2020 11:45,1584618299999,1.157,1584620099999,0,-1.04,1,1
320618,ONTUSDT_15m_orders.xlsx,ONTUSDT,15m,bearish_divergence_1-3,2,2.48,0.3533,19/03/2020 13:45,1584625499999,0.3737,1584634499999,0,-2.48,1,1
417819,TRXUSDT_15m_orders.xlsx,TRXUSDT,15m,bearish_divergence_1-3,2,2.08,0.01081,19/03/2020 14:00,1584626399999,0.01152,1584634499999,0,-2.08,1,2
230949,IOTAUSDT_15m_orders.xlsx,IOTAUSDT,15m,bearish_divergence_1-3,2,4.81,0.1464,19/03/2020 18:45,1584643499999,0.1414,1584645299999,1,2.0,1,1
258213,LINKUSDT_15m_orders.xlsx,LINKUSDT,15m,bearish_divergence_1-3,2,5.7,2.249,19/03/2020 23:15,1584659699999,2.199,1584674099999,1,2.0,1,1
85997,BNBUSDT_15m_orders.xlsx,BNBUSDT,15m,bearish_divergence_1-3,2,3.17,12.297,19/03/2020 23:45,1584661499999,11.982,1584668699999,1,2.0,1,2
320622,ONTUSDT_15m_orders.xlsx,ONTUSDT,15m,bearish_divergence_1-3,2,4.92,0.3885,20/03/2020 02:00,1584669599999,0.4144,1584692099999,0,-4.92,1,2
40549,ATOMUSDT_15m_orders.xlsx,ATOMUSDT,15m,bearish_divergence_1-3,2,3.06,2.156,20/03/2020 04:15,1584677699999,2.225,1584680399999,0,-3.06,1,2
173095,EOSUSDT_15m_orders.xlsx,EOSUSDT,15m,bearish_divergence_1-3,2,3.65,2.432,20/03/2020 11:30,1584703799999,2.381,1584704699999,1,2.0,1,1
181594,ETHUSDT_15m_orders.xlsx,ETHUSDT,15m,bearish_divergence_1-3,2,4.34,146.05,20/03/2020 11:30,1584703799999,142.37,1584704699999,1,2.0,1,2
328077,QTUMUSDT_15m_orders.xlsx,QTUMUSDT,15m,bearish_divergence_1-3,2,4.52,1.311,20/03/2020 11:30,1584703799999,1.277,1584707399999,1,2.0,1,3
453983,XRPUSDT_15m_orders.xlsx,XRPUSDT,15m,bearish_divergence_1-3,2,3.48,0.169,20/03/2020 11:30,1584703799999,0.1637,1584710999999,1,2.0,1,4
94663,BTCUSDT_15m_orders.xlsx,BTCUSDT,15m,bearish_divergence_1-3,2,3.92,6640.1,20/03/2020 11:45,1584704699999,6501.0,1584710099999,1,2.0,1,5
298020,NEOUSDT_15m_orders.xlsx,NEOUSDT,15m,bearish_divergence_1-3,2,5.82,6.784,20/03/2020 11:45,1584704699999,6.582,1584710999999,1,2.0,1,6
442794,XLMUSDT_15m_orders.xlsx,XLMUSDT,15m,bearish_divergence_1-3,2,4.99,0.04226,20/03/2020 11:45,1584704699999,0.04137,1584722699999,1,2.0,1,7
298026,NEOUSDT_15m_orders.xlsx,NEOUSDT,15m,bearish_divergence_1-3,2,1.6,6.344,22/03/2020 06:45,1584859499999,6.21,1584873899999,1,2.0,1,1
447932,XMRUSDT_15m_orders.xlsx,XMRUSDT,15m,bearish_divergence_1-3,2,2.41,43.26,23/03/2020 22:30,1585002599999,44.53,1585007999999,0,-2.41,1,1
230957,IOTAUSDT_15m_orders.xlsx,IOTAUSDT,15m,bearish_divergence_1-3,2,1.94,0.1417,24/03/2020 00:45,1585010699999,0.1377,1585023299999,1,2.0,1,1
258223,LINKUSDT_15m_orders.xlsx,LINKUSDT,15m,bearish_divergence_1-3,2,3.41,2.292,24/03/2020 11:15,1585048499999,2.241,1585052999999,1,2.0,1,1
230960,IOTAUSDT_15m_orders.xlsx,IOTAUSDT,15m,bearish_divergence_1-3,2,1.38,0.1427,24/03/2020 12:15,1585052099999,0.138,1585062899999,1,2.0,1,2
11854,ADAUSDT_15m_orders.xlsx,ADAUSDT,15m,bearish_divergence_1-3,2,1.04,0.02964,30/03/2020 15:45,1585583099999,0.03,1585583099999,0,-1.04,1,1
86012,BNBUSDT_15m_orders.xlsx,BNBUSDT,15m,bearish_divergence_1-3,2,1.43,12.119,30/03/2020 16:15,1585584899999,12.335,1585600199999,0,-1.43,1,1
467115,ZECUSDT_15m_orders.xlsx,ZECUSDT,15m,bearish_divergence_1-3,2,1.97,30.88,30/03/2020 18:30,1585592999999,31.59,1585602899999,0,-1.97,1,2
230964,IOTAUSDT_15m_orders.xlsx,IOTAUSDT,15m,bearish_divergence_1-3,2,1.17,0.1441,30/03/2020 21:30,1585603799999,0.1405,1585612799999,1,2.0,1,1
298037,NEOUSDT_15m_orders.xlsx,NEOUSDT,15m,bearish_divergence_1-3,2,1.54,6.652,30/03/2020 23:00,1585609199999,6.518,1585656899999,1,2.0,1,2
320635,ONTUSDT_15m_orders.xlsx,ONTUSDT,15m,bearish_divergence_1-3,2,1.47,0.3693,30/03/2020 23:00,1585609199999,0.3619,1585630799999,1,2.0,1,3
258233,LINKUSDT_15m_orders.xlsx,LINKUSDT,15m,bearish_divergence_1-3,2,2.09,2.29,02/04/2020 13:00,1585832399999,2.344,1585838699999,0,-2.09,1,1
447952,XMRUSDT_15m_orders.xlsx,XMRUSDT,15m,bearish_divergence_1-3,2,1.05,49.02,02/04/2020 13:45,1585835099999,49.77,1585838699999,0,-1.05,1,2
258235,LINKUSDT_15m_orders.xlsx,LINKUSDT,15m,bearish_divergence_1-3,2,5.74,2.315,02/04/2020 18:15,1585851299999,2.259,1585859399999,1,2.0,1,1
328096,QTUMUSDT_15m_orders.xlsx,QTUMUSDT,15m,bearish_divergence_1-3,2,4.1,1.262,02/04/2020 18:45,1585853099999,1.316,1586164499999,0,-4.1,1,2
181606,ETHUSDT_15m_orders.xlsx,ETHUSDT,15m,bearish_divergence_1-3,2,1.68,142.27,04/04/2020 20:45,1586033099999,146.14,1586033099999,0,-1.68,1,2
320645,ONTUSDT_15m_orders.xlsx,ONTUSDT,15m,bearish_divergence_1-3,2,1.45,0.3879,04/04/2020 20:45,1586033099999,0.4001,1586033099999,0,-1.45,1,3
417843,TRXUSDT_15m_orders.xlsx,TRXUSDT,15m,bearish_divergence_1-3,2,1.14,0.01296,06/04/2020 07:15,1586157299999,0.01312,1586164499999,0,-1.14,1,2
73008,BCHUSDT_15m_orders.xlsx,BCHUSDT,15m,bearish_divergence_1-3,2,1.17,243.41,06/04/2020 13:45,1586180699999,246.43,1586180699999,0,-1.17,1,1
328100,QTUMUSDT_15m_orders.xlsx,QTUMUSDT,15m,bearish_divergence_1-3,2,1.12,1.328,06/04/2020 13:45,1586180699999,1.354,1586187899999,0,-1.12,1,2
181611,ETHUSDT_15m_orders.xlsx,ETHUSDT,15m,bearish_divergence_1-3,2,1.84,155.77,06/04/2020 14:00,1586181599999,159.9,1586187899999,0,-1.84,1,2
173106,EOSUSDT_15m_orders.xlsx,EOSUSDT,15m,bearish_divergence_1-3,2,1.45,2.515,06/04/2020 14:15,1586182499999,2.566,1586187899999,0,-1.45,1,3
447961,XMRUSDT_15m_orders.xlsx,XMRUSDT,15m,bearish_divergence_1-3,2,1.02,57.47,06/04/2020 14:15,1586182499999,58.37,1586189699999,0,-1.02,1,4
67831,BATUSDT_15m_orders.xlsx,BATUSDT,15m,bearish_divergence_1-3,2,1.88,0.157,06/04/2020 14:30,1586183399999,0.1607,1586186099999,0,-1.88,1,5
457914,XTZUSDT_15m_orders.xlsx,XTZUSDT,15m,bearish_divergence_1-3,2,1.29,1.755,06/04/2020 14:30,1586183399999,1.778,1586186999999,0,-1.29,1,6
67834,BATUSDT_15m_orders.xlsx,BATUSDT,15m,bearish_divergence_1-3,2,1.55,0.1586,06/04/2020 17:15,1586193299999,0.1611,1586193299999,0,-1.55,-1,-1
226153,IOSTUSDT_15m_orders.xlsx,IOSTUSDT,15m,bearish_divergence_1-3,2,2.04,0.003412,06/04/2020 20:15,1586204099999,0.003501,1586217599999,0,-2.04,1,1
230970,IOTAUSDT_15m_orders.xlsx,IOTAUSDT,15m,bearish_divergence_1-3,2,1.64,0.1615,06/04/2020 20:15,1586204099999,0.1643,1586216699999,0,-1.64,1,2
258239,LINKUSDT_15m_orders.xlsx,LINKUSDT,15m,bearish_divergence_1-3,2,3.05,2.447,06/04/2020 20:15,1586204099999,2.533,1586216699999,0,-3.05,1,3
430203,VETUSDT_15m_orders.xlsx,VETUSDT,15m,bearish_divergence_1-3,2,2.54,0.003566,06/04/2020 20:15,1586204099999,0.00366,1586216699999,0,-2.54,1,4
442803,XLMUSDT_15m_orders.xlsx,XLMUSDT,15m,bearish_divergence_1-3,2,1.27,0.04907,06/04/2020 20:15,1586204099999,0.04982,1586209499999,0,-1.27,1,5
94675,BTCUSDT_15m_orders.xlsx,BTCUSDT,15m,bearish_divergence_1-3,2,1.03,7227.05,06/04/2020 20:45,1586205899999,7370.0,1586217599999,0,-1.03,1,6
40563,ATOMUSDT_15m_orders.xlsx,ATOMUSDT,15m,bearish_divergence_1-3,2,2.39,2.408,07/04/2020 01:45,1586223899999,2.351,1586225699999,1,2.0,-1,-1
86022,BNBUSDT_15m_orders.xlsx,BNBUSDT,15m,bearish_divergence_1-3,2,3.16,15.022,07/04/2020 02:00,1586224799999,14.6,1586271599999,1,2.0,-1,-1
447965,XMRUSDT_15m_orders.xlsx,XMRUSDT,15m,bearish_divergence_1-3,2,3.63,58.46,07/04/2020 02:00,1586224799999,57.27,1586230199999,1,2.0,-1,-1
230972,IOTAUSDT_15m_orders.xlsx,IOTAUSDT,15m,bearish_divergence_1-3,2,2.36,0.1655,07/04/2020 02:30,1586226599999,0.1697,1586242799999,0,-2.36,-1,-1
442804,XLMUSDT_15m_orders.xlsx,XLMUSDT,15m,bearish_divergence_1-3,2,4.54,0.04916,07/04/2020 02:30,1586226599999,0.0476,1586291399999,1,2.0,-1,-1
453997,XRPUSDT_15m_orders.xlsx,XRPUSDT,15m,bearish_divergence_1-3,2,4.47,0.1965,07/04/2020 02:30,1586226599999,0.1913,1586290499999,1,2.0,-1,-1
73013,BCHUSDT_15m_orders.xlsx,BCHUSDT,15m,bearish_divergence_1-3,2,3.22,257.32,07/04/2020 13:00,1586264399999,250.35,1586290499999,1,2.0,-1,-1
177427,ETCUSDT_15m_orders.xlsx,ETCUSDT,15m,bearish_divergence_1-3,2,3.36,5.645,07/04/2020 13:00,1586264399999,5.499,1586290499999,1,2.0,-1,-1
457919,XTZUSDT_15m_orders.xlsx,XTZUSDT,15m,bearish_divergence_1-3,2,3.52,2.026,07/04/2020 13:00,1586264399999,1.962,1586268899999,1,2.0,-1,-1
258244,LINKUSDT_15m_orders.xlsx,LINKUSDT,15m,bearish_divergence_1-3,2,2.92,2.826,07/04/2020 18:30,1586284199999,2.767,1586289599999,1,2.0,-1,-1
258247,LINKUSDT_15m_orders.xlsx,LINKUSDT,15m,bearish_divergence_1-3,2,2.29,2.856,08/04/2020 07:45,1586331899999,2.783,1586342699999,1,2.0,1,1
328107,QTUMUSDT_15m_orders.xlsx,QTUMUSDT,15m,bearish_divergence_1-3,2,1.06,1.489,08/04/2020 18:00,1586368799999,1.457,1586374199999,1,2.0,1,1
258252,LINKUSDT_15m_orders.xlsx,LINKUSDT,15m,bearish_divergence_1-3,2,2.47,3.394,09/04/2020 16:00,1586447999999,3.324,1586450699999,1,2.0,1,1
258258,LINKUSDT_15m_orders.xlsx,LINKUSDT,15m,bearish_divergence_1-3,2,2.15,3.36,11/04/2020 07:15,1586589299999,3.252,1586595599999,1,2.0,1,1
11871,ADAUSDT_15m_orders.xlsx,ADAUSDT,15m,bearish_divergence_1-3,2,1.3,0.03336,14/04/2020 17:30,1586885399999,0.03258,1586910599999,1,2.0,1,1
457929,XTZUSDT_15m_orders.xlsx,XTZUSDT,15m,bearish_divergence_1-3,2,1.9,2.112,17/04/2020 11:30,1587122999999,2.167,1587215699999,0,-1.9,1,1
467133,ZECUSDT_15m_orders.xlsx,ZECUSDT,15m,bearish_divergence_1-3,2,1.58,41.8,18/04/2020 16:30,1587227399999,42.6,1587250799999,0,-1.58,1,1
417863,TRXUSDT_15m_orders.xlsx,TRXUSDT,15m,bearish_divergence_1-3,2,1.62,0.01336,18/04/2020 23:15,1587251699999,0.01308,1587284099999,1,2.0,1,1
457933,XTZUSDT_15m_orders.xlsx,XTZUSDT,15m,bearish_divergence_1-3,2,2.11,2.324,19/04/2020 00:00,1587254399999,2.193,1587275999999,1,2.0,1,2
137403,DASHUSDT_15m_orders.xlsx,DASHUSDT,15m,bearish_divergence_1-3,2,1.86,79.05,19/04/2020 00:30,1587256199999,81.31,1587262499999,0,-1.86,1,3
467135,ZECUSDT_15m_orders.xlsx,ZECUSDT,15m,bearish_divergence_1-3,2,2.18,41.67,19/04/2020 00:30,1587256199999,42.6,1587261599999,0,-2.18,1,4
40573,ATOMUSDT_15m_orders.xlsx,ATOMUSDT,15m,bearish_divergence_1-3,2,1.14,2.516,19/04/2020 05:30,1587274199999,2.465,1587275999999,1,2.0,-1,-1
467140,ZECUSDT_15m_orders.xlsx,ZECUSDT,15m,bearish_divergence_1-3,2,1.47,46.17,19/04/2020 19:30,1587324599999,47.44,1587330899999,0,-1.47,1,1
137410,DASHUSDT_15m_orders.xlsx,DASHUSDT,15m,bearish_divergence_1-3,2,1.13,79.66,22/04/2020 15:15,1587568499999,81.5,1587572099999,0,-1.13,1,1
467147,ZECUSDT_15m_orders.xlsx,ZECUSDT,15m,bearish_divergence_1-3,2,1.23,44.99,22/04/2020 22:00,1587592799999,45.78,1587600899999,0,-1.23,1,1
467149,ZECUSDT_15m_orders.xlsx,ZECUSDT,15m,bearish_divergence_1-3,2,1.74,45.17,23/04/2020 03:00,1587610799999,43.75,1587622499999,1,2.0,1,1
442819,XLMUSDT_15m_orders.xlsx,XLMUSDT,15m,bearish_divergence_1-3,2,1.43,0.0585,23/04/2020 11:00,1587639599999,0.05938,1587642299999,0,-1.43,1,1
11888,ADAUSDT_15m_orders.xlsx,ADAUSDT,15m,bearish_divergence_1-3,2,3.19,0.03946,23/04/2020 16:45,1587660299999,0.04158,1587672899999,0,-3.19,1,1
137415,DASHUSDT_15m_orders.xlsx,DASHUSDT,15m,bearish_divergence_1-3,2,3.42,82.09,23/04/2020 16:45,1587660299999,80.21,1587685499999,1,2.0,1,2
181624,ETHUSDT_15m_orders.xlsx,ETHUSDT,15m,bearish_divergence_1-3,2,3.52,187.55,23/04/2020 16:45,1587660299999,182.44,1587685499999,1,2.0,1,3
320675,ONTUSDT_15m_orders.xlsx,ONTUSDT,15m,bearish_divergence_1-3,2,1.34,0.4412,24/04/2020 08:15,1587716099999,0.4479,1587718799999,0,-1.34,1,1
328130,QTUMUSDT_15m_orders.xlsx,QTUMUSDT,15m,bearish_divergence_1-3,2,1.11,1.426,24/04/2020 10:15,1587723299999,1.443,1587749399999,0,-1.11,1,1
320676,ONTUSDT_15m_orders.xlsx,ONTUSDT,15m,bearish_divergence_1-3,2,1.15,0.4469,24/04/2020 10:30,1587724199999,0.4348,1587730499999,1,2.0,1,2
230989,IOTAUSDT_15m_orders.xlsx,IOTAUSDT,15m,bearish_divergence_1-3,2,1.07,0.1662,24/04/2020 22:30,1587767399999,0.168,1587791699999,0,-1.07,1,1
67850,BATUSDT_15m_orders.xlsx,BATUSDT,15m,bearish_divergence_1-3,2,1.45,0.1836,25/04/2020 10:45,1587811499999,0.1874,1587819599999,0,-1.45,1,1
40584,ATOMUSDT_15m_orders.xlsx,ATOMUSDT,15m,bearish_divergence_1-3,2,2.18,2.824,25/04/2020 11:45,1587815099999,2.887,1587820499999,0,-2.18,1,2
320681,ONTUSDT_15m_orders.xlsx,ONTUSDT,15m,bearish_divergence_1-3,2,1.36,0.4782,25/04/2020 15:45,1587829499999,0.4642,1587830399999,1,2.0,1,1
40586,ATOMUSDT_15m_orders.xlsx,ATOMUSDT,15m,bearish_divergence_1-3,2,3.46,2.847,25/04/2020 16:00,1587830399999,2.96,1587830399999,0,-3.46,1,2
430222,VETUSDT_15m_orders.xlsx,VETUSDT,15m,bearish_divergence_1-3,2,2.04,0.00422,25/04/2020 22:15,1587852899999,0.00432,1587906899999,0,-2.04,1,1
177447,ETCUSDT_15m_orders.xlsx,ETCUSDT,15m,bearish_divergence_1-3,2,1.12,6.186,27/04/2020 00:45,1587948299999,6.266,1587950099999,0,-1.12,1,1
177448,ETCUSDT_15m_orders.xlsx,ETCUSDT,15m,bearish_divergence_1-3,2,1.26,6.196,27/04/2020 01:45,1587951899999,6.043,1587968999999,1,2.0,1,1
454009,XRPUSDT_15m_orders.xlsx,XRPUSDT,15m,bearish_divergence_1-3,2,1.38,0.215,29/04/2020 00:15,1588119299999,0.2186,1588126499999,0,-1.38,1,1
272660,LTCUSDT_15m_orders.xlsx,LTCUSDT,15m,bearish_divergence_1-3,2,1.48,47.22,29/04/2020 14:30,1588170599999,48.44,1588176899999,0,-1.48,1,1
447999,XMRUSDT_15m_orders.xlsx,XMRUSDT,15m,bearish_divergence_1-3,2,2.01,65.22,29/04/2020 18:00,1588183199999,66.56,1588183199999,0,-2.01,1,1
177452,ETCUSDT_15m_orders.xlsx,ETCUSDT,15m,bearish_divergence_1-3,2,4.12,6.663,29/04/2020 18:30,1588184999999,6.959,1588218299999,0,-4.12,1,1
181628,ETHUSDT_15m_orders.xlsx,ETHUSDT,15m,bearish_divergence_1-3,2,2.17,214.74,29/04/2020 19:00,1588186799999,220.6,1588217399999,0,-2.17,1,2
